ACTIVITY QUARTAL IV - INFRASTRUCTURE ENGINEER									
									
									
									Done
					Onsite				Progress
					Remote				Hold
ACTIVITY QUARTAL - 4	No	CLIENT	SERVICE	CASE & ISSUE	ACTION	DATE	PIC TIM	DETAIL ACTION	STATUS
									
									
	56	POP Upaasha 	Internet	Troubleshoot		16 November 2025	Azlan	- Supervisi troubleshoot FO Cut by CGS tim	
	57	POP Liberta	Internet	Maintenance		15 November 2025	Jody, Artha, Beni	- Pergantian Luminous dan Aki - Pengetesan melalui Luminous, Aki selama 45 menit	
	58	CV. Bali Bisa Mandiri (AITI)	Internet	Instalasi		17 November 2025	Jody, Beni, Angga	- Penarikan kabel FO dari ODP (pertigaan imbo-nakula) ke user.	
	59	Visesa Ubud	Internet	Maintenance		20 November 2025	Jody	- Perapihan kabel FO di tiang pintu masuk Visesa (belakang papan nama Visesa.	
	60	Regent Canggu	Listrik	Troubleshoot		21 November 2025	Beni	Luminos Eror	
	61	BIMC	Vlepo	Instalasi		21 November 2025	Joni	- inject 5 unit tv	
	62	Balquisse Heritage	Internet	Survey		26 November 2025	Wawan, Azlan	Survey Kebutuhan FO Lastmile dan WAAS	
	63	Desa Kitsune	Internet	Survey		01 Desember 2025	Jody	- Survey FO dari server utama ke server baru	
	64	Uncle Jo Market	Internet	Survey		02 Desember 2025	Jody	- Survey area pemasangan tower backbone	
	65	Sanggraloka Ubud	Internet	Instalasi		04 Desember 2025	Beni	- Supervisi team iforte melakukan penarikan FO dari sisi luar sampai depan user akan di lanjut tanggal 5 desember	
	66	The Edge	Internet	Survey		04 Desember 2025	Jody	- Survey Jalur kabel FO backup bersama vendor CGS	
	67	TS Suite	Internet	Troubleshoot		08 Desember 2025	Jody, Samudra	- Penarikan kabel UTP yang baru menggantikan kabel LAN lama karena putus dari switch Lt.2 ke room 166 Lt.1	
			Internet	Instalasi		23 Desember 2025	Gilang Maulana	Update Relokasi Kabel IFORTE TS SUITES: - Penarikan Kabel sudah sampai titik JB sesuai Survey - Untuk Penyambungan nanti di update jadwal nya oleh IFORTE karna hari ini tim splicing sudah habis - Untuk jalur dan titik JB sudah oke dari IT  	
			WAAS	Troubleshoot		27 Desember 2025	Gilang Maulana	Update Troubleshoot 27 Desember 2025: - Replacement AP 126. Speedtest Normal - Untuk AP 123 yang Offline tidak bisa dilakukan pengecekan dikarenakan Tamu DND	
	68	Soori Bali	Internet	Maintenance		10 Desember 2025	Jody, Beni	- Maintenance tower pergantian seling dan spanskrup. - Maintenance pergantian bracket antenna AF - Pointing radio arah Anantara Uluwatu	
			WAAS	Troubleshoot		6 Desember 2025	samudra	troubleshoot soori bali 6 desember 2025  -Membantu it memasang mc di panel 504 -membantu it mamasang sfp untuk keperluan switch di panel 502  Note : tidak ada alat yang terpakai dikarenakan mc dan sfp sudah di sediakan oleh it   Terima kasih	
	69	Rumah Pak Dwi (FC Alila)	Internet	Troubleshoot		11 Desember 2025	Jody	- Reset radio dan konfig ulang radionya, dan konekin kembali SSID sebelumnya, signal -52/-65. Btest download 16M, upload 12M.	
	70	MATHIS Retreat Ubud	Internet	Survey		9 Desember 2025	Wawan, Gilang	-Survey Kebutuhan FO Lastmile dan WAAS	
	71	Lv8 Resort Hotel	Internet	Maintenance		12 Desember 2025	Wawan	-replacement MC LV8	
	72	Rejuvo Life	Internet	Survey		12 Desember 2025	Jody	- Survey pemindahan perangkat dari rak ke office sementara sebelah gang karena bangunannya dipindah ke jln tegal sari tibubeneng.	
				Maintenance		29 Desember 2025	Jody & Joni	Pemindahan jalur kabel FO dan perangkat router ke bangunan baru Pindah bangunan, bangunan Rejuvo yang lama tidak digunakan dan sementara pindah di bangunan kost 2 kamar di sebelah gang Rejuvo, Karena masih menunggu bangunan yang baru selesai.	
	73	Radisson Blu 	internet	Survey		13 November 2025	Samudra	Survey keburuhan WAAS area villa bayuh 	
	74	BIMC Nusa Dua	IPTV	Instalasi vlepo		21 November 2025	Joni, samudra	inject vlepo di room 211, 210, 220, 215, 209	
	75	Hujan Locale	WAAS	Troubleshoot		31 November 2025	Samudra	troubleshoot hujan locale 30 november 2025 (pending)  -server berada di lantai 1 -routerboard aman dikarenakan wireless bisa dipakai  -POE AP lantai 1 berada di lantai 2 -ada AP unify, switch, AP tp link di lantai 2 (masih belum diketahui milik siapa dikarenakan jam oprasional jadi tidak bisa cek lebih lanjut) -uplink AP lantai 1 dan 2 belum diketahui    Note : bapaknya minta agar di lanjutkan besok karena sudah jam operasional dan jikalau bisa pagi sebelum jam 12	
	76		WAAS	Troubleshoot		1 Desember 2025	Samudra	troubleshoot hujan locale 1 desember 2025  Kendala : tidak bisa akses internet via wireless dan Kabel  Analisa kendala : switch existing lantai 2 milik client mati sehingga semua yang tersambung kesana tidak dapat internet beserta AP milik varnion lantai 1  Action : dikarenakan ada access point tp link milik client di lantai 2 saya memanfaatkan port AP tersebut untuk menyalurkan jaringan ke AP lantai 1 agar bisa dapat internet, Karena port cuma ada 4 di AP device lainya tidak dapat intenet dan harus ganti switch baru agar bisa di colok kabek LAN nya. Dan untuk saat ini internet via wireless bisa digunakan dengan normal  Note : -port AP TP-Link milik client Port 1 : uplink from server  port 2 : link to Access Point lantai 1 Port 3 : komputer lantai 2 Port 4 : sound server -perlu pergantian switch di lantai 2 agar semua bisa mendapatkan internet secara rata -perlu peremajaan kabel uplink dikarenakan kabel sudah banyak luka"	
	77	Bali Safari	waAS	visit		22 Desember 2025	Samudra	Troubleshoot & Technical Visit Bali safari 22 Desember 2025  -issue : room 225 ketika dipindah ke grup hotel tidak bisa terhubung ke ssid Mara River dan ada masalah vlepo pada semua kamar  -analisa :  -room 225 access point bermasalah saat dipindah ke sub grup hotel dan SSID IPTV untuk vlepo bermalasah di Room 227 -seluruh vlepo di bali safari blank setelah update versi terbaru  -Action :  -Reset dan konfig ulang AP room 225 dan 227 dan saat ini sudah bisa di gunakan secara normal -vlepo harus restart agar layar tidak blank hitam  Note : dari it dan teknisi minta ketika rencana update vlepo agar di info karena setelah update semua stb blank warna hitam  Terima Kasih	
	78	Alila Ubud	Internet	Troubleshoot		15 Desember 2025	Gilang, Leo	Action : - Melakukan pengecekan kabel Uplink Panel - Melakukan Krimping kabel uplink di sisi Panel - Melakukan setting 3 AP Tplink Omada  Hasil : - Terdapat kabel uplink yang putus, pin yang hidup hanya 4,5,7,8 - Setting 3 AP Omada done  Note : - Dari IT meminta bantu untuk settingkan 3 AP Omada, untuk akses AP sudah kita berikan dan kita hanya membantu one time setting untuk 3 AP tersebut	
				Troubleshoot		30 Desember 2025	Gilang, Joni	Update Troubleshoot 30 Desember 2025: - Setting AP Omada Milik Client Done - Untuk AP Outdoor tidak jadi dikarenakan dikira IT Outdoor nya kecil dan peruntukan buat indoor di kamar maka diganti dengan 4 AP Celling + Adaptor dan sudah diantarkan oleh logistik	
	79	Rumah Pak Artika EAM Ubud	Internet	Troubleshoot		22 Desember 2025	Gilang Maulana	Update ts 22 Desember 2025: - Pergantian Adaptor RB dan Radio - Hasil Speedtest normal	
	81	Rumah Pak Kicuk	Internet	Troubleshoot		29 Desember 2025	Beni	Radio Down - ganti adaptor dan POE radio	
	82								
	83								
	84								
	85								
	86								
	87								
	88								
	89								
	90								
	91								
	92								
	93								
	94								
	95								
	96								
	97								
	98								
	99								
	100								
	101								
	102								
	103								
	104								
	105								
	106								
	107								
	108								
	109								
	110								
	111								
	112								
	113								
	114								
	115								
	116								
	117								
	118								
	119								
	120								
	121								
	122								
